SensorID,Date,Longitude,Lattitude,Altitude
564,11/19/2023,-49.8004866,-16.0222492,110.9
569,2/14/2023,31.3849652,46.8584087,52.5
838,10/21/2020,-9.1706522,39.2274333,16.3
72,8/26/2022,46.3073161,33.8297993,120.3
171,1/27/2020,121.790282,37.175532,140.9
146,2/2/2023,21.5863577,63.0923534,111.9
337,4/20/2022,121.0702405,14.578621,113.8
612,3/2/2020,111.945844,25.570888,151.3
73,9/8/2022,39.7626791,9.8499058,122.3
929,2/12/2023,-91.8318333,35.20105,200.8
676,1/6/2021,129.4430074,50.1010604,31.6
540,2/11/2020,120.216667,-9.833333,193.1
540,11/22/2021,100.4188073,5.5156762,48.9
658,1/25/2022,34.5583766,0.5695252,142.9
104,4/30/2023,23.5215964,38.0790354,118.8
639,9/19/2020,100.737037,32.934565,44.9
584,9/15/2020,-88.1962133,17.5045661,18.4
247,5/11/2020,-79.4760133,22.5064672,249.3
37,5/8/2021,104.677091,30.108216,4.4
957,12/4/2021,110.040315,27.578926,224.1
662,6/8/2023,117.329247,31.842209,179.2
144,11/4/2020,118.3446,51.55352,178.5
369,9/2/2021,-64.182416,-31.372506,4.2
157,6/2/2022,139.9228567,38.9951183,88.9
938,8/12/2021,114.148724,22.2866176,112.3
597,12/7/2023,104.063249,30.687368,229.9
167,7/27/2023,120.434071,37.355469,189.5
373,3/1/2020,-118.1507494,34.1349887,61.4
717,1/23/2023,-77.069999,-12.0904353,23.4
35,1/24/2021,135.7023712,34.9565646,5.5
1000,9/28/2020,-39.7385835,-14.1349424,227.3
164,5/20/2023,4.4135431,45.4556955,181.9
486,8/23/2023,109.56834,28.425613,134.6
458,11/23/2022,55.8011374,52.7569427,2.0
51,12/24/2022,-123.8161,48.99534,96.0
616,11/22/2020,2.4935416,44.3914666,147.2
162,2/28/2021,111.9000827,-8.0397618,12.2
435,8/28/2022,110.983333,35.604025,40.1
528,5/10/2023,117.087614,36.200252,149.8
220,8/7/2022,-73.5312291,45.3710038,91.4
173,2/3/2021,6.7866433,51.2262018,122.3
201,2/12/2023,106.5112712,-7.196982,215.5
392,7/18/2023,30.9365392,48.4978938,10.2
136,7/10/2023,70.6008375,29.5945152,20.9
498,7/4/2023,14.5480484,5.8901373,116.4
879,9/27/2023,-72.001055,45.5787215,173.6
852,1/1/2021,120.4835109,16.2524136,181.4
488,11/11/2021,1.4739649,45.1433372,226.0
219,4/16/2023,37.2580021,44.9869042,248.8
990,9/9/2021,130.2373477,31.9500532,55.0
703,3/27/2020,-13.19,8.60972,120.4
539,5/27/2023,-63.2194183,9.9785656,40.5
118,1/4/2023,20.1974097,47.1594836,14.2
346,2/3/2021,36.1192307,34.8190348,123.8
362,11/23/2021,19.7859556,41.7683491,110.9
813,2/22/2020,124.5579,-9.6481,124.8
666,6/3/2020,-58.4754013,-34.6261642,48.7
107,11/26/2020,-80.0964415,42.0722039,45.7
928,2/23/2023,8.5226706,8.5060115,233.3
721,11/20/2021,31.4465327,49.2917766,65.6
382,9/8/2020,61.5382494,55.7040901,86.9
76,10/19/2022,8.2894205,47.1666507,215.1
523,12/15/2021,-9.1143068,39.353118,74.3
4,12/5/2023,-57.776161,-17.80257,1.2
914,2/11/2022,42.528294,44.054356,154.2
665,6/7/2022,44.994265,44.3239335,176.4
325,1/13/2022,-62.6089753,-16.9058836,107.5
384,11/8/2020,44.5431306,-19.6971554,160.0
431,6/2/2023,120.3899324,15.988415,50.3
973,11/16/2022,108.9912066,11.5825677,221.7
999,3/24/2022,-90.5279231,14.602493,20.6
837,6/3/2022,112.897464,29.811574,213.1
853,7/20/2023,134.9696,-3.9389,193.9
440,7/21/2020,19.3633201,50.62508,133.8
595,12/15/2022,14.367531,46.259991,128.4
990,2/18/2023,19.3765006,44.7791213,208.9
616,11/9/2023,9.9101915,36.3778012,240.9
30,2/10/2020,35.9642215,32.8335722,161.8
529,8/29/2021,-58.6754654,-34.8512671,71.4
830,3/19/2021,-60.6949244,-32.9395437,171.4
672,7/10/2020,108.7838572,15.0026852,34.5
562,4/17/2021,-8.8661993,39.1762837,202.7
268,8/2/2023,130.297964,47.349916,61.3
668,7/14/2022,86.3,28,216.1
896,4/14/2020,-1.4631269,53.3326454,100.4
926,10/11/2020,33.3646929,46.6522568,219.2
494,1/12/2022,105.759939,24.348365,199.2
372,8/14/2020,20.3179338,50.2160221,232.9
130,3/5/2020,104.6471221,-5.4736254,22.2
641,6/6/2020,106.1698563,-6.1869527,227.5
773,10/27/2021,-72.769402,-15.14503,120.0
812,2/24/2021,48.3464426,-21.2245142,48.9
892,1/7/2021,0.098598,48.4339701,78.3
783,5/10/2023,-0.3907558,49.1931313,96.4
255,3/18/2021,-70.903207,45.588882,161.3
656,10/20/2022,87.546299,53.109084,152.1
8,10/23/2022,122.3115616,11.5012022,107.0
502,4/10/2023,122.8833313,13.6333332,75.2
701,9/15/2021,14.0267172,56.3825759,157.7
869,4/25/2023,-102.1943485,17.9567646,162.2
560,9/19/2020,-77.3270581,-10.4571094,1.1
470,8/14/2022,100.3497895,36.7599029,99.1
962,9/23/2023,99.197234,30.577776,132.8
19,4/28/2023,124.8441178,1.4745288,227.4
479,6/10/2020,140.276147,-6.080007,226.8
135,9/23/2021,17.9687559,59.3586958,61.5
585,2/22/2020,-79.1040432,43.1315785,239.2
846,3/15/2020,48.516388,15.552727,10.9
588,7/27/2022,-58.5146668,-34.6824081,239.6
839,9/10/2023,119.597896,31.723247,245.1
957,12/2/2020,-88.7812586,14.8925962,7.6
737,10/6/2021,101.3431058,24.4752847,48.4
642,11/2/2023,-77.3780201,0.0162131,199.5
558,8/24/2021,31.4656904,31.2385954,191.2
406,9/23/2022,127.0051893,37.5599805,58.1
712,4/10/2021,106.8296372,-6.8435796,124.5
703,9/13/2020,46.7164256,-16.4708895,22.8
162,6/13/2020,21.83333,38.26667,97.8
305,8/16/2022,100.267638,25.606486,48.8
249,6/6/2023,-99.0165468,19.2558715,69.3
928,2/12/2023,116.3220944,39.8314629,193.1
280,4/20/2022,119.727073,27.300683,233.0
338,8/9/2023,117.509921,37.489877,55.1
713,11/10/2022,110.9655659,-7.6095457,39.6
811,1/28/2022,106.9054618,-6.1604549,112.4
222,3/28/2022,99.1566855,3.3262879,7.5
400,12/25/2022,-57.6201482,-37.9599734,137.3
469,5/27/2020,29.9049684,50.0637682,131.0
830,7/6/2021,22.5415237,40.4989376,172.6
469,4/13/2020,17.6205874,59.8637584,146.9
652,10/23/2021,-7.269174,55.0650892,78.1
567,8/20/2023,13.6276849,51.085544,215.5
871,11/26/2020,-8.5341147,41.1693186,230.8
968,10/14/2020,4.131084,43.6793979,127.8
597,8/7/2023,23.1069244,63.1507161,83.8
548,10/23/2020,-47.3951378,-22.2090755,234.4
55,8/2/2023,120.2642533,-9.6455051,34.7
724,5/6/2023,113.8019562,-7.0428799,95.9
100,4/23/2021,23.7900853,38.3208398,152.3
873,4/28/2022,-96,36.15,10.2
163,8/11/2021,11.1164452,9.8513884,53.9
742,8/24/2021,103.575676,37.515114,73.6
723,6/29/2021,14.39889,35.89333,229.1
458,5/30/2022,-7.8993756,40.5420665,88.6
443,9/11/2022,-70.5160813,-3.9107889,1.3
869,10/12/2021,15.55039,53.43606,212.8
236,11/30/2023,12.5097274,41.8977003,145.0
933,3/23/2021,114.4046814,23.0878573,209.8
83,8/5/2021,11.9253004,57.6455018,181.8
522,7/25/2023,7.0075837,49.2088164,123.1
100,10/6/2021,50.991078,53.2692817,217.1
430,12/14/2020,106.630153,26.647661,96.5
388,2/27/2021,17.917129,59.4060153,22.5
725,1/12/2022,106.71167,21.3971282,54.3
172,11/3/2022,17.4588131,-20.5907049,203.3
849,2/14/2021,109.592921,27.950753,153.1
730,3/20/2020,113.609286,33.437877,102.1
371,8/30/2020,19.4422717,42.3593277,63.2
536,3/12/2022,14.50306,35.84917,119.2
892,1/21/2023,32.2313539,-2.8850378,86.1
403,7/8/2020,48.2506985,56.3153167,43.7
291,11/25/2023,113.121435,23.021478,232.8
804,7/11/2022,100.1927389,8.287423,118.2
190,10/23/2020,113.1149933,29.3728871,158.3
675,4/20/2021,14.3171319,45.8131644,84.2
393,11/7/2023,123.8501765,9.6356686,94.7
547,3/13/2021,103.393389,22.4033272,21.7
422,3/22/2023,9.3506604,7.5060948,33.3
100,11/30/2022,18.6875465,53.2954476,73.1
206,11/15/2020,16.5805056,-18.3604041,152.4
640,1/18/2020,-92.047026,15.1543718,237.8
2,4/28/2022,28.4032167,63.0331454,172.0
445,10/4/2020,31.9945829,46.975033,96.4
766,3/28/2020,-73.9764283,45.0934491,70.0
330,3/30/2021,108.8076195,23.7247599,187.6
596,9/4/2023,-79.88468,-5.1031698,162.7
194,1/13/2022,117.861851,36.494701,230.0
954,5/15/2021,98.6160674,17.0597577,209.6
598,7/27/2023,10.5915072,35.886399,176.5
163,6/15/2020,85.5097226,27.5828698,151.1
450,1/16/2023,69.666667,34.433333,213.8
574,4/22/2020,31.193945,-10.2290555,234.3
611,4/23/2022,44.27622,16.90641,56.9
564,1/27/2020,37.2339179,56.0388248,58.3
962,12/10/2020,145.859323,-6.2899253,65.0
230,1/3/2020,-81.38,28.54,247.2
902,6/5/2021,22.5310674,44.2288747,73.4
824,9/20/2022,104.6995991,-4.5286385,225.6
617,5/14/2023,23.8707783,38.1261246,67.8
144,12/25/2022,107.601407,-6.846562,211.0
518,2/15/2023,100.8120563,13.1561057,241.1
514,1/8/2023,119.17189,27.603696,34.7
179,11/24/2023,38.1047909,48.873935,89.5
435,10/24/2022,46.6463975,-16.1073563,93.0
440,3/13/2021,-48.4939886,-27.5918875,6.9
4,4/12/2022,-56.7075141,-34.3486042,21.5
834,7/11/2020,16.3732686,59.4084121,61.8
346,7/8/2021,100.0795741,14.5466721,164.4
913,9/19/2023,106.810463,-6.226676,53.4
423,10/28/2021,2.5070548,48.8348801,196.0
365,10/15/2022,113.88102,33.80982,111.6
17,6/19/2020,-90.357,14.6698,45.4
430,5/16/2022,103.847692,1.283678,224.7
930,8/30/2023,118.122323,37.691429,174.9
555,4/28/2021,-71.3646236,10.2621857,198.4
935,9/16/2020,100.4424658,14.4980456,87.5
732,10/2/2020,23.6611306,49.7821352,39.0
744,7/15/2020,106.8502879,-6.5211331,232.2
155,7/1/2021,22.3433482,48.6541216,85.4
1,9/28/2021,121.3602832,31.244331,49.2
442,3/17/2021,110.084789,34.477861,154.5
252,5/15/2020,9.5617847,4.4942318,5.1
979,4/7/2023,-99.5485736,18.3381615,30.9
94,9/22/2020,-71.3824374,-8.2132323,170.4
194,7/6/2021,47.5970197,42.610438,157.8
272,11/16/2021,120.4674034,15.9769657,242.0
962,7/1/2023,29.2775676,61.8628073,114.5
876,10/17/2020,-1.5196603,12.3714277,138.8
343,12/9/2020,111.8479156,-7.1234674,193.2
820,6/27/2021,18.468024,49.6823404,227.8
617,4/20/2023,115.029215,35.761829,152.0
253,9/9/2023,-8.6888467,39.6352297,236.3
893,5/25/2021,19.5308953,51.4798767,60.6
820,1/17/2021,124.5500146,-9.487325,202.8
279,12/2/2021,-53.758612,-25.6200963,157.3
904,10/29/2021,-35.148879,-7.4443035,134.6
454,10/22/2021,-7.1696011,41.0378199,170.6
281,1/3/2023,20.84891,64.191835,215.9
822,9/24/2021,-102.1943485,17.9567646,20.8
799,5/24/2021,110.040315,27.578926,6.1
464,2/21/2021,4.77996,45.39771,187.9
316,6/28/2020,120.1069594,-10.1379744,225.6
603,4/6/2021,-63.2282569,17.6416172,182.8
456,3/8/2022,24.5221952,48.8334498,158.2
812,5/22/2022,40.5178014,-12.9732026,184.5
707,12/1/2023,128.3445734,36.119485,214.1
376,11/26/2021,127.016667,34.65,91.8
625,7/30/2023,123.0648331,-8.301579,21.1
836,8/4/2021,21.54997,41.90978,152.3
143,11/11/2023,16.5730485,49.981736,135.2
285,6/6/2021,113.884019,22.555259,241.9
345,5/4/2023,-51.2003761,-29.0303854,29.3
662,5/31/2022,-86.8107363,13.634726,152.7
171,2/2/2022,14.4728422,50.7736289,32.7
776,6/30/2021,-66.1415263,-2.4681009,225.9
803,9/22/2020,124.4870869,6.0593972,145.3
505,8/4/2023,106.8254167,47.9644609,96.6
965,2/4/2021,120.5244987,16.1391267,42.5
122,2/14/2022,139.2013381,37.8996732,121.9
596,10/17/2021,119.219734,36.77549,129.1
46,5/11/2020,-0.2050566,51.4255297,189.3
652,6/2/2020,96.8217017,-12.1450486,230.4
198,2/2/2022,59.8158991,53.5199891,43.2
957,8/21/2020,1.3342086,43.6036545,160.1
237,8/24/2023,115.2027279,-8.5403989,242.3
606,7/25/2023,83.9124232,53.4004864,31.4
964,4/22/2022,127.528293,50.245129,51.8
685,8/16/2020,119.944048,31.825073,26.9
658,4/2/2023,115.496651,39.437477,109.9
885,8/2/2023,23.12379,50.15621,151.2
335,7/21/2023,104.1040204,15.678696,149.0
676,7/25/2021,127.4241436,37.7404063,91.3
311,8/15/2023,43.2811579,33.4352789,132.9
251,4/11/2020,106.3684552,-6.2434505,62.0
995,7/11/2021,9.1257661,45.4560254,245.1
646,12/9/2020,-75.62382,-11.81781,171.6
80,3/12/2023,-67.916667,47.216667,49.1
109,8/27/2020,115.2576575,-8.675462,97.3
561,12/17/2022,-78.9712451,22.1461138,151.8
378,2/16/2023,121.0628238,14.631218,153.3
867,10/10/2022,38.491586,44.8534496,14.8
632,8/28/2023,107.5764046,-6.9095295,129.0
164,6/21/2021,111.350842,35.72154,239.4
966,6/10/2020,27.7917874,47.2262024,248.4
196,2/10/2022,116.449839,35.26364,223.0
897,12/1/2022,124.5403,-8.1654,138.7
531,5/7/2021,175.2102748,-38.1854517,228.3
857,2/18/2022,101.2451095,16.7733926,129.5
417,1/9/2021,-64.1565402,-31.4531985,218.4
819,9/17/2022,-88.3506468,13.5353957,65.7
631,4/7/2021,22.5406929,40.9862518,0.5
258,10/7/2023,107.8826,-7.6965,113.6
844,7/12/2020,108.958759,31.866274,167.3
692,6/27/2020,-2.941678,52.753093,125.2
296,7/31/2022,-9.4472984,38.7255705,28.2
175,4/15/2021,117.032171,36.7821,129.9
44,7/3/2023,69.0165511,38.560256,29.0
282,9/5/2023,121.834345,17.263531,132.5
317,3/14/2021,18.5422141,45.3613644,219.2
94,6/10/2020,-6.590926,53.1936864,25.6
999,4/15/2021,20.8418962,52.1412597,53.8
205,11/28/2022,130.274684,47.31878,187.3
220,1/21/2022,12.882661,56.2369096,62.9
386,1/26/2022,118.099562,4.363324,189.7
470,3/27/2021,117.0323305,-0.7048801,168.3
226,8/19/2023,18.9709477,54.2207765,213.3
220,10/28/2020,-87.16535,13.7583256,106.5
632,6/17/2022,106.797267,-6.308084,160.4
635,3/2/2022,-73.9681265,40.7608571,174.0
933,3/8/2023,110.88907,37.429832,217.6
741,7/16/2022,19.710237,49.5904912,79.9
969,2/17/2022,118.698572,25.109249,167.1
391,4/3/2021,17.164335,49.1063903,51.2
796,11/23/2022,-37.119659,-9.113585,248.7
836,12/5/2022,4.9656113,11.5471456,157.6
72,1/1/2022,-84.2953464,33.7746886,101.8
533,7/12/2023,17.9194558,53.9024585,169.2
446,6/26/2022,14.6607051,50.1336212,10.1
948,7/10/2023,-34.8450118,-7.1194958,103.6
638,11/28/2022,27.5143603,-21.1661005,98.0
830,11/1/2022,12.898467,57.7516519,207.5
494,6/15/2020,3.3651417,49.8990161,198.8
80,6/6/2022,-8.2082378,41.1241415,152.1
329,7/19/2020,-43.058341,-18.6248754,223.0
379,8/10/2022,22.4989768,40.229627,21.7
443,9/2/2021,98.057241,4.427369,235.8
362,4/7/2022,117.54141,43.258497,49.7
141,9/12/2022,-40.2721884,-20.2197867,71.1
717,9/21/2020,-113.5832367,52.675914,115.5
888,10/22/2023,19.7526658,51.2109898,69.2
755,10/8/2020,111.9671537,-6.7905128,100.6
225,6/18/2021,116.317558,39.975999,14.7
460,7/14/2023,-98.4801308,29.4418162,171.0
70,1/11/2022,-80.5494007,43.4714875,230.4
125,6/8/2022,-0.5046003,43.884893,107.3
15,6/10/2022,-120.8204617,37.0594675,230.9
627,11/4/2023,115.1682089,-8.5413769,199.3
321,11/27/2022,-9.5003786,52.4458588,241.9
732,7/13/2020,70.9359277,51.9956496,129.7
687,12/15/2022,120.085146,31.919897,190.2
765,5/15/2021,119.659553,31.031933,232.7
930,11/19/2023,119.004816,32.667571,77.9
293,5/13/2021,22.0339385,49.9638636,89.1
363,12/8/2023,-95.9964783,36.1592882,62.9
476,11/5/2020,151.2092955,-33.8688197,210.8
132,7/20/2021,-8.4661017,40.8253148,249.5
360,10/31/2020,106.65627,29.999504,13.6
525,1/18/2021,20.6793311,41.1735327,1.1
516,5/8/2023,47.1321204,42.7997781,16.1
587,8/23/2023,-78.5339632,-5.6371803,217.5
894,8/7/2021,108.7927679,-7.0636577,145.5
371,4/14/2022,119.004816,32.667571,225.0
666,2/24/2023,-75.6789905,5.0549877,124.6
693,1/22/2023,108.904706,24.777412,80.1
8,8/16/2022,110.8243272,-7.5754887,74.6
601,9/6/2020,108.945019,34.897887,66.3
257,7/11/2022,8.8107219,50.0809432,65.1
331,4/22/2021,-0.2338473,5.6562651,111.2
739,1/30/2021,38.956757,45.5946392,83.5
733,3/20/2022,102.579531,17.8895907,115.4
265,8/26/2022,25.5341339,65.2012319,236.0
62,3/8/2023,90.7493663,22.3897318,128.1
180,8/19/2023,103.3421371,15.6338588,48.1
376,11/23/2021,13.2297698,49.1449758,36.5
685,2/28/2020,117.0361834,36.5995041,223.8
299,1/27/2023,50.9810377,32.2704607,85.4
579,9/6/2020,-77.2807423,20.2281486,38.7
178,10/29/2021,-78.1153707,-2.3062241,54.7
177,8/23/2020,108.0382475,12.6661944,61.3
761,4/3/2020,124.253569,7.467576,72.2
240,2/6/2020,114.765412,25.66145,17.0
227,9/17/2022,25.3449259,48.3583839,236.6
648,11/2/2021,120.390932,29.176523,140.4
123,4/8/2020,106.5153134,-6.2265897,7.1
525,12/15/2022,100.3976471,13.657613,8.8
658,8/12/2022,63.5639414,61.3602942,77.0
439,4/7/2022,108.249509,31.364902,50.6
299,8/2/2020,33.10753,57.14667,23.7
365,6/23/2020,36.3023941,33.4644365,38.2
183,6/15/2022,-72.068265,-45.5712254,101.2
850,11/7/2022,7.8107621,47.9963155,26.4
315,4/16/2022,122.5655726,10.6936663,216.4
76,1/19/2020,47.8180515,52.018944,204.5
922,10/2/2023,-79.5139718,-7.1916713,152.9
675,10/15/2020,-67.2412221,45.9891389,189.1
431,8/19/2023,-0.8494862,47.0682122,222.3
337,7/20/2023,-80.6720617,28.2123183,15.2
785,1/11/2022,19.4690444,40.6230031,200.6
388,9/6/2022,-8.3593779,41.1690927,61.1
924,10/22/2021,49.7198694,52.6653765,20.1
915,11/2/2023,20.9713986,42.009313,74.3
112,6/25/2022,6.9450818,52.2051033,53.0
56,2/20/2022,4.9656113,11.5471456,75.6
470,11/1/2022,-7.8548033,40.3464743,79.3
738,8/20/2023,112.734174,38.416663,242.9
953,8/15/2023,18.1872242,50.4305778,229.9
427,5/9/2022,-115.07,36.1,135.3
990,5/17/2020,21.9907815,53.0382065,39.5
683,2/16/2020,-75.8185314,5.4238154,191.7
74,12/31/2020,116.8776192,-1.2088413,170.2
122,8/1/2020,121.0112199,14.6347254,130.3
399,6/29/2020,14.45415,35.90414,23.3
252,10/9/2022,-4.7588042,10.6400163,76.0
735,8/12/2023,24.75,55.96667,94.9
300,1/12/2022,114.346251,22.691253,37.6
407,2/6/2022,-0.3696612,43.2916776,25.4
368,5/7/2021,43.8548861,49.4774391,209.1
778,6/19/2020,39.8560057,54.6192996,38.2
655,9/2/2023,97.6439611,16.875913,32.7
392,4/4/2023,-8.4028972,41.4069416,44.8
393,5/26/2023,105.613174,27.141681,92.3
572,9/6/2022,-84.0960056,39.6720868,38.6
446,1/26/2020,100.222545,26.641315,214.1
11,7/17/2020,112.340495,39.289991,238.9
439,5/25/2020,37.9590427,55.1220513,160.1
924,7/16/2022,-118.249786,34.0599302,196.0
427,11/2/2023,103.93935,22.529403,57.1
713,11/17/2023,-86.8722146,36.1030036,240.0
189,1/7/2023,113.916509,22.483182,85.7
465,2/1/2020,116.754472,25.710538,213.8
660,3/29/2020,120.1907996,15.9448806,137.3
848,10/7/2023,120.7213113,13.0748879,200.0
780,5/15/2022,19.8901427,-11.7714258,55.0
621,4/20/2023,121.0253575,14.8974128,129.3
906,6/30/2021,9.4283801,35.2686888,89.7
74,4/4/2023,16.667577,51.7864657,231.5
230,8/21/2021,30.4577808,60.2653316,223.7
760,12/8/2020,110.3592495,-7.8100327,210.8
960,2/24/2023,10.7492466,36.4626965,162.0
785,6/13/2021,107.8346924,11.5731051,152.4
888,8/24/2021,-8.4602494,38.5994652,147.2
380,6/26/2020,1.7811783,43.974344,63.7
952,4/16/2020,19.181814,51.7788594,154.8
762,9/14/2020,112.7032945,-7.9675395,33.0
761,6/11/2022,-76.8798693,40.2617721,56.5
88,5/19/2023,-72.7038047,-37.8060734,115.8
413,6/6/2020,-8.6434885,41.5533401,195.0
910,2/10/2022,-8.5462218,40.7063972,81.5
974,8/23/2020,20.4744696,45.4352011,58.4
904,5/25/2021,-75.282299,6.724917,219.5
400,10/26/2020,13.8214707,49.275632,66.7
889,10/30/2021,112.7330892,-7.5145399,240.1
838,8/6/2021,127.6785226,51.9980805,242.8
643,3/28/2020,20.9063169,49.8530897,20.7
120,3/9/2021,21.8173884,56.0372083,145.3
265,7/5/2022,-69.9299089,18.4885697,230.9
672,5/21/2021,65.3208664,55.4420395,165.2
103,12/17/2020,35.03416,32.20125,202.3
397,2/10/2021,112.0029243,-8.2659112,185.9
235,7/23/2021,95.4201377,4.8666221,136.9
670,6/27/2023,30.990449,54.2825201,176.8
778,11/14/2023,20.6471688,38.2514148,100.1
783,1/15/2023,89.5403279,22.845641,245.2
394,8/25/2021,111.862117,39.105787,46.3
467,10/25/2020,37.0181437,48.9014667,76.6
837,8/14/2020,85.45172,46.80381,42.7
500,8/18/2022,-88.9389921,13.5096503,104.7
319,10/6/2021,30.635,12.72486,82.6
344,9/13/2022,139.1386824,36.3046238,54.6
806,8/10/2021,121.231805,28.13593,244.9
729,2/23/2020,34.4752715,-1.0706976,191.1
498,11/13/2020,6.9490955,6.7866898,73.5
449,8/4/2023,-61.3297698,15.5805384,17.8
52,6/15/2021,108.223612,27.513829,70.3
580,6/14/2022,29.3753657,45.6429121,132.6
124,9/20/2021,113.293359,22.80524,93.4
376,10/4/2023,123.0424788,13.6315513,157.4
95,2/10/2023,111.9149875,-7.3058984,119.3
414,12/18/2020,45.7420648,43.1227567,221.5
302,7/13/2022,17.5857567,49.5271178,19.9
924,10/14/2023,-74.915036,10.796589,97.3
394,6/11/2021,102.1175404,17.7177253,24.2
672,10/14/2021,13.6492904,52.416925,177.7
371,2/16/2020,15.7601242,50.2553167,65.9
551,8/5/2022,123.52481,40.174881,205.7
43,2/28/2022,15.1849486,51.1259587,101.7
401,6/13/2020,105.2545888,23.0029267,225.2
923,12/14/2021,116.5226451,-8.694019,119.3
620,10/30/2022,101.3431058,24.4752847,9.2
325,2/14/2021,18.2727658,44.7416079,244.2
917,12/25/2020,11.0332618,45.4934392,189.0
670,5/12/2023,-7.8262205,40.9970971,176.0
471,4/13/2021,-72.4541343,-38.5084312,58.7
999,7/29/2023,12.9929582,56.2507818,17.2
225,3/14/2020,114.3787108,-8.2334215,31.7
251,11/10/2020,116.8085683,-8.6450837,13.6
957,3/25/2023,-42.4528138,-21.5320586,106.3
583,5/13/2022,118.809786,32.26101,139.8
59,1/20/2020,120.9522977,13.9300945,188.3
17,4/21/2023,111.431315,-6.9826515,216.0
674,11/25/2020,-75.4111644,5.0792613,86.6
174,4/20/2021,17.2848785,48.9486344,57.8
652,7/27/2020,-52.4134746,-25.4079504,172.1
464,2/20/2020,-7.6589255,37.6410379,232.3
347,8/5/2020,-61.495357,10.6485481,239.8
334,8/15/2020,-64.1257463,-31.4411018,232.9
940,10/8/2022,110.3249238,-7.7929433,157.6
109,6/2/2021,122.5167,-4.9333,125.6
863,3/20/2023,-8.1457625,39.6758453,7.4
322,8/27/2022,23.6456444,49.2334774,31.5
216,8/10/2020,108.925428,41.561877,58.7
468,11/11/2023,15.3137401,56.2270517,32.8
375,4/8/2022,-64.1467066,-31.4149049,15.1
338,11/12/2022,106.8448686,-7.040572,67.5
768,5/2/2020,4.1872178,7.6292088,190.5
87,4/24/2020,10.8536132,36.728017,62.7
949,12/13/2020,117.1235339,-8.3997551,24.3
592,8/12/2020,96.543937,40.531867,107.0
789,9/6/2023,154.9416667,3.8458333,119.2
391,7/17/2021,-6.7449927,53.1310185,161.3
213,9/30/2023,6.1434201,9.0568265,169.6
244,11/12/2021,130.3267278,31.2840967,219.0
91,12/21/2021,-91.7490143,41.9906493,240.6
279,3/2/2021,145.859323,-6.2899253,193.6
133,8/9/2020,36.0621579,32.7324624,169.3
291,11/25/2021,-8.6185446,41.0433484,84.9
345,4/8/2023,121.834345,17.263531,214.6
714,6/14/2023,-40.1868956,-10.459783,75.5
561,8/12/2021,108.6442835,-7.5180957,5.2
906,8/28/2023,5.3520876,13.717481,164.7
612,4/18/2020,113.61285,34.748256,14.5
636,5/30/2022,-37.7662816,-7.4652278,111.2
846,10/19/2023,26.365315,59.3465821,196.3
227,7/4/2020,119.5738403,31.9617032,233.8
928,10/31/2020,103.652859,1.4190683,86.9
5,10/14/2023,108.767747,28.841244,206.1
467,8/5/2021,-51.1376317,-22.1468812,248.2
499,11/16/2022,122.5666402,11.2328036,35.1
